dept_no,dept_name,emp_no,last_name,first_name,from_date,to_date
d007,Sales,62472,Buescher,Renee,1999-05-01,9999-01-01
d007,Sales,62476,Cooke,Yahiko,1987-12-10,9999-01-01
d007,Sales,62629,Ratnaker,Shigeaki,1989-10-17,9999-01-01
d007,Sales,62695,Jenevein,Guangming,1988-01-07,9999-01-01
d007,Sales,62696,Callaway,Paloma,1998-03-02,9999-01-01
d007,Sales,62774,Schlenzig,Jeanna,1993-04-20,9999-01-01
d007,Sales,62900,Alencar,Gio,1998-03-06,9999-01-01
d007,Sales,62906,McFarlin,Alselm,1985-03-23,9999-01-01
d007,Sales,62909,Rissland,Lenore,1988-04-30,9999-01-01
d007,Sales,63114,Cheshire,Danny,1988-11-20,9999-01-01
d007,Sales,63257,Trogemann,Elvis,1985-11-01,9999-01-01
d007,Sales,63307,Herber,Sugwoo,1988-12-22,9999-01-01
d007,Sales,63329,Schaaf,Mart,1995-04-03,9999-01-01
d007,Sales,63376,Peir,Kiyotoshi,1987-04-14,9999-01-01
d007,Sales,63427,Nooteboom,Takahito,1987-09-04,9999-01-01
d007,Sales,63438,Herbst,Gilbert,1996-09-18,9999-01-01
d007,Sales,63497,Griswold,Anneli,1997-10-12,9999-01-01
d007,Sales,63588,Curless,Pintsang,1988-09-20,9999-01-01
d007,Sales,63688,Spieker,Jouni,1985-09-19,9999-01-01
d007,Sales,63836,Petersohn,Hitofumi,1986-08-09,9999-01-01
d007,Sales,63934,Hedayat,Uinam,1991-10-14,9999-01-01
d007,Sales,64138,Fetvedt,Yuqun,1996-06-06,9999-01-01
d007,Sales,64226,Mersereau,Margo,1986-12-21,9999-01-01
d007,Sales,64290,Merro,Hirochika,1990-10-03,9999-01-01
d007,Sales,64398,Perna,Nectarios,1991-07-08,9999-01-01
d007,Sales,64519,Eickenmeyer,Kerryn,1988-12-24,9999-01-01
d007,Sales,64526,Uehara,Masoud,1994-05-15,9999-01-01
d007,Sales,64707,Chachaty,Brigham,1987-06-07,9999-01-01
d007,Sales,64753,Swan,Shahid,1985-06-11,9999-01-01
d007,Sales,64783,Ramsey,Willard,1988-06-03,9999-01-01
d007,Sales,64796,Auria,Xiadong,1997-07-14,9999-01-01
d007,Sales,64872,Thibadeau,Dayanand,1988-05-09,9999-01-01
d007,Sales,65028,Businaro,Yifei,1988-03-10,9999-01-01
d007,Sales,65097,Meszaros,Yinlin,1988-06-14,9999-01-01
d007,Sales,65131,Akiyama,Shakhar,1996-10-25,9999-01-01
d007,Sales,65136,Undy,Terresa,1996-12-06,9999-01-01
d007,Sales,65173,Binkley,Karlis,1992-03-29,9999-01-01
d007,Sales,65199,Spataro,Ipke,1985-03-02,9999-01-01
d007,Sales,65215,Garnham,Joydip,1997-10-20,9999-01-01
d007,Sales,65222,Zaumen,Wilmer,1999-07-08,9999-01-01
d007,Sales,65392,Aseltine,Poorav,1999-02-04,9999-01-01
d007,Sales,65394,Lamma,Jacqueline,1992-01-19,9999-01-01
d007,Sales,65428,Luby,Herbert,1991-02-27,9999-01-01
d007,Sales,65448,Benzaken,Menkae,1995-11-06,9999-01-01
d007,Sales,65467,Perng,Jeane,1986-07-15,9999-01-01
d007,Sales,65493,Cummings,Zeydy,1986-04-14,9999-01-01
d007,Sales,65559,Nishimukai,Feipei,1992-03-18,9999-01-01
d007,Sales,65657,Seiwald,Arno,1985-04-11,9999-01-01
d007,Sales,65748,Gimarc,Masoud,1994-02-13,9999-01-01
d007,Sales,65835,Beetstra,Arra,1989-11-14,9999-01-01
d007,Sales,65894,Haraldson,Yakkov,1987-11-05,9999-01-01
d007,Sales,65978,Chaudhuri,Fay,1987-02-24,9999-01-01
d007,Sales,66062,Ranta,Zita,1985-05-25,9999-01-01
d007,Sales,66198,Edelhoff,Seongbin,1991-11-29,9999-01-01
d007,Sales,66225,Stifter,Mayumi,1985-03-30,9999-01-01
d007,Sales,66254,Mahnke,Ghassan,1985-10-26,9999-01-01
d007,Sales,66289,Keohane,Taizo,1986-11-14,9999-01-01
d007,Sales,66356,Coorg,Masato,1999-01-02,9999-01-01
d007,Sales,66445,Zykh,Kazuyasu,1987-12-19,9999-01-01
d007,Sales,66455,Puppo,Doohun,1992-08-22,9999-01-01
d007,Sales,66480,Tempesti,Subhrajyoti,1986-10-28,9999-01-01
d007,Sales,66560,Lammel,Leaf,1987-07-17,9999-01-01
d007,Sales,66716,Kermarrec,Elgin,1998-12-05,9999-01-01
d007,Sales,66961,Albarhamtoshy,Lech,1988-12-29,9999-01-01
d007,Sales,67146,Hertweck,Horward,1996-02-10,9999-01-01
d007,Sales,67165,Schapire,Chikako,1998-04-22,9999-01-01
d007,Sales,67301,Danlos,Xuedong,1996-08-26,9999-01-01
d007,Sales,67367,Birch,Karlis,1986-08-21,9999-01-01
d007,Sales,67402,Ruemmler,Maya,1999-11-18,9999-01-01
d007,Sales,67506,Verhoeff,Collette,1993-04-18,9999-01-01
d007,Sales,67553,Hutter,Freyja,1987-07-02,9999-01-01
d007,Sales,67570,Baig,Odysseas,2001-04-21,9999-01-01
d007,Sales,67609,Berztiss,Poornachandra,1986-06-12,9999-01-01
d007,Sales,67660,Pena,Kwangjo,1994-08-29,9999-01-01
d007,Sales,67779,Welham,Niclas,1985-10-08,9999-01-01
d007,Sales,67807,Ramalingam,Zissis,1988-04-08,9999-01-01
d007,Sales,67835,Luft,Behnaam,1992-02-22,9999-01-01
d007,Sales,67845,Back,Xuejun,1995-02-04,9999-01-01
d007,Sales,67862,Brizzi,Sven,1988-12-11,9999-01-01
d007,Sales,67968,Narahara,Christoper,1994-07-21,9999-01-01
d007,Sales,67999,Herber,Sorina,1985-07-28,9999-01-01
d007,Sales,68028,Syang,Richara,1985-09-29,9999-01-01
d007,Sales,68123,Rissland,Shakhar,1996-04-06,9999-01-01
d007,Sales,68142,Nishimukai,Aran,1989-10-12,9999-01-01
d007,Sales,68381,Hasham,Stabislas,1985-03-11,9999-01-01
d007,Sales,68407,Peternell,Jahangir,1988-02-25,9999-01-01
d007,Sales,68568,Raney,Iara,1985-04-12,9999-01-01
d007,Sales,68603,Rusterholz,Fabrizio,1987-04-24,9999-01-01
d007,Sales,68604,Dymetman,Kannan,1988-03-15,9999-01-01
d007,Sales,68607,Zallocco,Xuejia,1999-01-09,9999-01-01
d007,Sales,68839,Famili,Shuky,1985-12-06,9999-01-01
d007,Sales,68880,Assaf,Elvis,1986-09-27,9999-01-01
d007,Sales,68940,Garrabrants,Froduald,1988-07-20,9999-01-01
d007,Sales,69019,Rothenberg,Valdiodio,1999-05-03,9999-01-01
d007,Sales,69050,Anily,Nidapan,1991-04-20,9999-01-01
d007,Sales,69445,Puppo,Gift,1985-09-08,9999-01-01
d007,Sales,69578,Sewelson,Shim,1985-08-24,9999-01-01
d007,Sales,69602,Litzkow,Naftaly,1998-06-02,9999-01-01
d007,Sales,69625,Taneja,Remmert,1998-10-05,9999-01-01
d007,Sales,69637,Basart,Tse,1987-11-02,9999-01-01
d007,Sales,69665,Fioravanti,Uzi,1985-09-20,9999-01-01
d007,Sales,69717,Gecsei,Boalin,1996-12-10,9999-01-01
d007,Sales,69790,Leslie,Werner,1995-07-08,9999-01-01
d007,Sales,69897,Kamber,Stamatina,1985-11-11,9999-01-01
d007,Sales,69982,Lindqvist,Sanjoy,1985-04-26,9999-01-01
d007,Sales,69993,Silva,Anwar,2000-01-25,9999-01-01
d007,Sales,70059,Tiemann,Valeri,1986-09-26,9999-01-01
d007,Sales,70132,Manders,Gal,1997-07-18,9999-01-01
d007,Sales,70180,Cichocki,Renee,1986-12-29,9999-01-01
d007,Sales,70287,McConalogue,Nimmagadda,1987-04-30,9999-01-01
d007,Sales,70310,Ranai,Neven,1996-08-03,9999-01-01
d007,Sales,70380,Denos,Alassane,1994-12-18,9999-01-01
d007,Sales,70629,DiGiano,Shay,1988-12-27,9999-01-01
d007,Sales,70659,Domenig,Kauko,1986-05-08,9999-01-01
d007,Sales,70666,Veeraraghavan,Ronghao,1988-06-10,9999-01-01
d007,Sales,70675,Avouris,Edwin,1991-06-03,9999-01-01
d007,Sales,70739,Kakkar,Przemyslawa,1998-08-29,9999-01-01
d007,Sales,70787,Masaki,Reinhard,1985-10-17,9999-01-01
d007,Sales,70810,Brodal,Vishwani,1995-04-01,9999-01-01
d007,Sales,71076,Rosca,Huei,1987-08-22,9999-01-01
d007,Sales,71118,Tasistro,Chirstian,1985-08-07,9999-01-01
d007,Sales,71246,Paludetto,Toshimitsu,1992-01-11,9999-01-01
d007,Sales,71351,Guerreiro,Otmar,1993-09-23,9999-01-01
d007,Sales,71375,Khamsi,Masoud,1988-12-23,9999-01-01
d007,Sales,71490,Vieri,Yannis,1995-04-18,9999-01-01
d007,Sales,71503,Plumb,Chinhyun,1987-12-08,9999-01-01
d007,Sales,71586,Cannard,Jianwen,1985-10-02,9999-01-01
d007,Sales,71588,Colorni,Junichi,1992-08-24,9999-01-01
d007,Sales,71627,Ranta,Aria,1986-04-24,9999-01-01
d007,Sales,71715,Niizuma,Eberhardt,1985-08-19,9999-01-01
d007,Sales,71773,Ebeling,Leen,1985-12-29,9999-01-01
d007,Sales,71810,Ertl,Hideo,1988-12-30,9999-01-01
d007,Sales,71826,Brickell,Chandrasekaran,1990-11-09,9999-01-01
d007,Sales,71847,Kadhim,Seshu,1991-12-25,9999-01-01
d007,Sales,71871,Molenkamp,Kien,1986-10-31,9999-01-01
d007,Sales,71896,Zobel,Magdalena,1988-03-21,9999-01-01
d007,Sales,71930,Etalle,Lech,1992-11-24,9999-01-01
d007,Sales,71960,Karnin,Teunis,1990-08-06,9999-01-01
d007,Sales,72031,Makrucki,Nagui,1988-01-23,9999-01-01
d007,Sales,72723,Danlos,Arve,1999-06-14,9999-01-01
d007,Sales,72761,Schlegelmilch,Arto,1986-01-05,9999-01-01
d007,Sales,72836,Baez,Sadun,1987-10-09,9999-01-01
d007,Sales,72863,Kavvadias,Mohd,1985-10-17,9999-01-01
d007,Sales,72866,Zumaque,Sverrir,1995-11-19,9999-01-01
d007,Sales,72922,DasSarma,Kristian,1993-09-28,9999-01-01
d007,Sales,72928,Rosay,Xiahua,1989-04-21,9999-01-01
d007,Sales,72967,Brobst,Menkae,1997-01-21,9999-01-01
d007,Sales,72969,Setia,Xinan,1999-09-22,9999-01-01
d007,Sales,72981,Imataki,Chanjung,1988-01-16,9999-01-01
d007,Sales,73035,Cummings,Kensyu,1995-11-10,9999-01-01
d007,Sales,73036,Koyama,Syozo,1986-11-23,9999-01-01
d007,Sales,73194,Castellani,Perry,1988-05-16,9999-01-01
d007,Sales,73237,Bonifati,Sanjoy,1987-01-31,9999-01-01
d007,Sales,73322,Tomescu,Atreye,1996-04-13,9999-01-01
d007,Sales,73336,Molenkamp,Zhongwei,1991-01-01,9999-01-01
d007,Sales,73387,Axelband,Noritoshi,1985-02-22,9999-01-01
d007,Sales,73415,Pillow,Renny,1999-10-27,9999-01-01
d007,Sales,73462,Pelc,Sergi,1990-11-24,9999-01-01
d007,Sales,73497,Huhdanpaa,Sibyl,1990-05-22,9999-01-01
d007,Sales,73523,Parascandalo,Fei,1992-02-04,9999-01-01
d007,Sales,73542,Acton,Shigehito,1988-07-02,9999-01-01
d007,Sales,73548,Pena,Margareta,1985-11-15,9999-01-01
d007,Sales,73595,Vandervoorde,Nobuyoshi,1985-04-04,9999-01-01
d007,Sales,73621,Imataki,Gadiel,1990-02-08,9999-01-01
d007,Sales,73674,Jahnichen,Yifei,1985-10-21,9999-01-01
d007,Sales,73687,Bakhtari,Zito,1992-10-24,9999-01-01
d007,Sales,73823,Michaels,Shaibal,1986-03-17,9999-01-01
d007,Sales,73842,Esteva,Seongbin,1997-11-07,9999-01-01
d007,Sales,73855,Blokdijk,Greger,1992-06-20,9999-01-01
d007,Sales,73883,Comellas,Lihong,1993-01-04,9999-01-01
d007,Sales,73891,Rebaine,Rasikan,1985-08-31,9999-01-01
d007,Sales,73972,Biron,Makato,1985-09-18,9999-01-01
d007,Sales,74106,Uchoa,Sailaja,1987-02-16,9999-01-01
d007,Sales,74122,Cappello,Sushant,1988-01-27,9999-01-01
d007,Sales,74151,Bahl,Munehiro,1988-02-06,9999-01-01
d007,Sales,74166,Beidas,Shawna,1996-05-14,9999-01-01
d007,Sales,74182,Stasinski,Takushi,1985-11-07,9999-01-01
d007,Sales,74186,Landherr,Nectarios,1987-07-18,9999-01-01
d007,Sales,74271,Coombs,Guther,1992-10-08,9999-01-01
d007,Sales,74316,Desikan,Eran,1987-01-18,9999-01-01
d007,Sales,74358,Lanteri,Mohammad,1987-03-06,9999-01-01
d007,Sales,74542,Naumovich,Adin,1988-06-20,9999-01-01
d007,Sales,74683,Clouatre,Takanari,1988-07-20,9999-01-01
d007,Sales,74684,Bernatsky,Oguz,1991-06-10,9999-01-01
d007,Sales,74733,Sabnani,Val,1985-08-27,9999-01-01
d007,Sales,74965,Babu,Owen,1988-04-24,9999-01-01
d007,Sales,75051,Mansanne,Roddy,1986-08-19,9999-01-01
d007,Sales,75061,Benner,Jeanne,1985-06-14,9999-01-01
d007,Sales,75076,Ratnakar,Licheng,1994-04-14,9999-01-01
d007,Sales,75081,Gien,Vesna,2000-01-12,9999-01-01
d007,Sales,75096,Himler,Faiza,1986-11-20,9999-01-01
d007,Sales,75114,Ladret,Lillian,1986-06-20,9999-01-01
d007,Sales,75133,Spataro,Tayeb,1990-04-10,9999-01-01
d007,Sales,75134,Cullers,Rimli,1988-05-25,9999-01-01
d007,Sales,75186,Miyakawa,Filipp,1989-09-29,9999-01-01
d007,Sales,75201,Basagni,Boguslaw,1986-10-29,9999-01-01
d007,Sales,75277,Demri,Arne,1996-12-12,9999-01-01
d007,Sales,75314,Ranst,Valter,1988-03-03,9999-01-01
d007,Sales,75370,Alameldin,Kwee,1994-03-09,9999-01-01
d007,Sales,75406,Luca,Paraskevi,1985-09-17,9999-01-01
d007,Sales,75471,Simmen,Karoline,1988-06-19,9999-01-01
d007,Sales,75505,Isaac,Jacopo,1985-06-18,9999-01-01
d007,Sales,75530,Beutelspacher,Martial,1993-08-29,9999-01-01
d007,Sales,75533,Coorg,Tomoyuki,1986-01-05,9999-01-01
d007,Sales,75574,Melton,Utpal,1986-01-28,9999-01-01
d007,Sales,75640,Pocchiola,Bokyung,1986-10-09,9999-01-01
d007,Sales,75668,Bratsberg,Sarita,1993-04-07,9999-01-01
d007,Sales,75688,Crooks,Adamantios,1998-08-22,9999-01-01
d007,Sales,75699,Uhrig,Toshimi,1988-03-06,9999-01-01
d007,Sales,75725,Rijsenbrij,Stella,1990-01-07,9999-01-01
d007,Sales,75737,Jording,Koldo,1988-12-26,9999-01-01
d007,Sales,75741,Birsak,Candido,1985-07-09,9999-01-01
d007,Sales,75840,Baar,Unal,1988-09-15,9999-01-01
d007,Sales,75994,Michaeli,Muzhong,1986-04-01,9999-01-01
d007,Sales,76078,Poehlman,Hausi,1988-03-05,9999-01-01
d007,Sales,76139,Speer,Mark,1988-07-30,9999-01-01
d007,Sales,76142,Ambroszkiewicz,Nikolaos,1995-07-20,9999-01-01
d007,Sales,76211,Hashii,Kenton,1991-09-14,9999-01-01
d007,Sales,76225,Zumaque,Dinkar,1996-04-05,9999-01-01
d007,Sales,76247,Azuma,Mads,1988-10-03,9999-01-01
d007,Sales,76252,Khamsi,Marco,1987-05-21,9999-01-01
d007,Sales,76300,Luan,Ranga,1995-08-03,9999-01-01
d007,Sales,76325,Maierhofer,Rosalie,1999-03-21,9999-01-01
d007,Sales,76331,Delgrange,Jaroslava,1999-08-25,9999-01-01
d007,Sales,76493,Oxman,Mansur,1992-06-02,9999-01-01
d007,Sales,76516,Kroll,Arnd,1989-06-29,9999-01-01
d007,Sales,76562,Basart,Renee,1986-10-30,9999-01-01
d007,Sales,76590,Bazelow,Mats,1987-08-30,9999-01-01
d007,Sales,76667,Puppe,Luisa,1988-07-05,9999-01-01
d007,Sales,76749,Raoux,Luise,1994-08-01,9999-01-01
d007,Sales,76878,Turnbull,Abdelwaheb,1995-07-30,9999-01-01
d007,Sales,77081,Fritzsche,Rance,1986-06-17,9999-01-01
d007,Sales,77138,Karner,Haldun,1997-12-04,9999-01-01
d007,Sales,77144,Milicia,Gill,1992-08-17,9999-01-01
d007,Sales,77173,Merey,Sachem,1987-12-18,9999-01-01
d007,Sales,77186,Crooks,Irene,1985-10-27,9999-01-01
d007,Sales,77201,Butner,Kiyotoshi,1999-12-13,9999-01-01
d007,Sales,77279,Burnard,Xuejun,1997-08-31,9999-01-01
d007,Sales,77297,Zumaque,Wanqing,1999-04-14,9999-01-01
d007,Sales,77324,Isaac,Gila,1987-02-21,9999-01-01
d007,Sales,77325,Brickell,Feiyu,1994-07-03,9999-01-01
d007,Sales,77346,Walston,Shir,1990-06-21,9999-01-01
d007,Sales,77481,Picel,Kitty,1986-10-31,9999-01-01
d007,Sales,77551,Ossenbruggen,Lansing,1988-05-28,9999-01-01
d007,Sales,77568,Peck,Erzsebet,1993-05-20,9999-01-01
d007,Sales,77615,Krupka,Jianwen,2002-01-08,9999-01-01
d007,Sales,77641,Nishimukai,Berni,1987-04-07,9999-01-01
d007,Sales,77689,Swan,Abdelkader,1986-11-16,9999-01-01
d007,Sales,77702,Jiang,Barna,1988-11-22,9999-01-01
d007,Sales,77915,Schnelling,Shimshon,1988-08-28,9999-01-01
d007,Sales,77980,Sidje,Yongmin,1988-10-16,9999-01-01
d007,Sales,78048,Jumpertz,Jaewoo,1988-05-28,9999-01-01
d007,Sales,78111,Ushiama,Teunis,1989-07-31,9999-01-01
d007,Sales,78116,Beerel,Tokuyasu,1985-03-22,9999-01-01
d007,Sales,78273,Verhoeff,Mona,1988-08-07,9999-01-01
d007,Sales,78327,Stranks,Tetsushi,1996-04-28,9999-01-01
d007,Sales,78447,Bahk,Chiranjit,1997-02-07,9999-01-01
d007,Sales,78508,Pluym,Val,1986-08-17,9999-01-01
d007,Sales,78524,Bahk,Zhiwei,1988-08-11,9999-01-01
d007,Sales,78573,Rosiles,Berry,1987-11-14,9999-01-01
d007,Sales,78649,Lorys,Gino,1987-06-02,9999-01-01
d007,Sales,78697,Stavenow,Troy,1998-03-01,9999-01-01
d007,Sales,78745,Peris,Subbu,1997-03-17,9999-01-01
d007,Sales,78819,Compeau,Vojin,1985-03-12,9999-01-01
d007,Sales,78841,Flasterstein,Aloys,1986-02-13,9999-01-01
d007,Sales,78852,Vuskovic,Kazunori,1993-12-10,9999-01-01
d007,Sales,78863,Chinen,Arie,1998-07-15,9999-01-01
d007,Sales,78888,Lung,Shimshon,1986-01-30,9999-01-01
d007,Sales,78932,Marquardt,Yannis,1996-10-25,9999-01-01
d007,Sales,78938,Krybus,Kerhong,1993-06-01,9999-01-01
d007,Sales,79073,Bhattacharjee,Almudena,1995-01-28,9999-01-01
d007,Sales,79204,Lund,Juyoung,1986-03-12,9999-01-01
d007,Sales,79251,Taubenfeld,Gennady,1985-05-27,9999-01-01
d007,Sales,79390,Shigei,Bernt,1999-08-02,9999-01-01
d007,Sales,79442,McClurg,Yannis,1993-02-28,9999-01-01
d007,Sales,79509,Akiyama,Vitaly,1986-05-24,9999-01-01
d007,Sales,79566,Peron,Fumino,1993-08-13,9999-01-01
d007,Sales,79684,Janocha,JiYoung,1988-12-25,9999-01-01
d007,Sales,79765,Danecki,Gonzalo,1986-06-04,9999-01-01
d007,Sales,79772,Gulik,Xiaoqiu,1987-11-13,9999-01-01
d007,Sales,79834,Wuwongse,Guiseppe,1990-11-12,9999-01-01
d007,Sales,80032,Isaac,Yurij,1986-08-29,9999-01-01
d007,Sales,80070,Thisen,Mana,1991-11-28,9999-01-01
d007,Sales,80198,Anger,Yefim,1985-04-02,9999-01-01
d007,Sales,80224,Zaiane,Reinhard,1988-05-19,9999-01-01
d007,Sales,80270,Jonsson,Fen,1990-03-07,9999-01-01
d007,Sales,80332,Masand,Behnaam,1994-08-16,9999-01-01
d007,Sales,80429,Suermann,Prodip,1986-03-02,9999-01-01
d007,Sales,80466,Bala,Takahiro,1996-02-17,9999-01-01
d007,Sales,80620,Gischer,Filipe,1992-12-02,9999-01-01
d007,Sales,80665,Angot,Angel,1986-06-06,9999-01-01
d007,Sales,80744,Bauknecht,Badri,1998-03-25,9999-01-01
d007,Sales,80801,Ambroszkiewicz,Bluma,1996-03-09,9999-01-01
d007,Sales,80838,Ruemmler,Cheong,1988-08-28,9999-01-01
d007,Sales,80862,Improta,Serenella,1989-06-11,9999-01-01
d007,Sales,80873,Nishimukai,Marsal,1987-08-26,9999-01-01
d007,Sales,80991,Schreiter,Marco,1986-08-29,9999-01-01
d007,Sales,81007,Rande,Mototsugu,1996-03-06,9999-01-01
d007,Sales,81189,Broomell,Serge,1986-04-13,9999-01-01
d007,Sales,81201,Knightly,Werner,1985-07-11,9999-01-01
d007,Sales,81303,Berstel,Ghassan,1987-04-10,9999-01-01
d007,Sales,81338,Erol,Xiaoqiang,1992-07-28,9999-01-01
d007,Sales,81340,Poehlman,Baocai,1987-09-24,9999-01-01
d007,Sales,81358,Quadeer,Premal,1988-05-23,9999-01-01
d007,Sales,81408,Picaronny,Atreye,1988-01-25,9999-01-01
d007,Sales,81412,Menyhert,Zhenhua,1985-02-13,9999-01-01
d007,Sales,81510,Penttonen,Mamdouh,1988-04-08,9999-01-01
d007,Sales,81517,Reutenauer,Xiong,1988-01-27,9999-01-01
d007,Sales,81527,Bouloucos,Arnd,1985-07-09,9999-01-01
d007,Sales,81592,Rehfuss,Monique,1985-09-30,9999-01-01
d007,Sales,81603,Zuberek,Suzette,1988-02-04,9999-01-01
d007,Sales,81730,DuBourdieux,Sergi,1992-12-16,9999-01-01
d007,Sales,81849,Bednarek,Debatosh,1998-08-24,9999-01-01
d007,Sales,81973,Panienski,Shigenori,1987-08-22,9999-01-01
d007,Sales,81988,Pews,Lene,1986-04-15,9999-01-01
d007,Sales,81998,Iwayama,Mari,1988-05-25,9999-01-01
d007,Sales,82027,Ellozy,Henk,1994-11-07,9999-01-01
d007,Sales,82052,Rahier,Lidong,1987-07-13,9999-01-01
d007,Sales,82107,Heping,Gunilla,1992-04-02,9999-01-01
d007,Sales,82110,Gecsel,Vugranam,1988-11-09,9999-01-01
d007,Sales,82145,Pagter,Zhongwei,1999-12-13,9999-01-01
d007,Sales,82263,Haumacher,Vishv,1996-07-03,9999-01-01
d007,Sales,82278,Murillo,Tomokazu,1986-01-15,9999-01-01
d007,Sales,82309,Ramsak,Hideyuki,1989-01-19,9999-01-01
d007,Sales,82324,Knightly,Ashish,1997-03-16,9999-01-01
d007,Sales,82367,Halloran,Miyeon,1997-10-28,9999-01-01
d007,Sales,82371,Erev,Frederique,1986-05-17,9999-01-01
d007,Sales,82385,Biran,Sanjai,1998-11-18,9999-01-01
d007,Sales,82391,McAffer,Mayuko,1987-12-20,9999-01-01
d007,Sales,82397,Peris,Mart,1987-04-11,9999-01-01
d007,Sales,82668,Menhardt,Feipei,1986-05-23,9999-01-01
d007,Sales,82761,Underwood,Mabry,1986-01-22,9999-01-01
d007,Sales,82875,Terekhov,Domenick,1987-10-21,9999-01-01
d007,Sales,82970,Servieres,Qiwen,1994-12-26,9999-01-01
d007,Sales,83057,Passafiume,Niteen,1985-12-19,9999-01-01
d007,Sales,83194,Bridgland,Vidar,1995-06-01,9999-01-01
d007,Sales,83468,Beilner,Charlene,1998-04-09,9999-01-01
d007,Sales,83574,Masamoto,Gonzalo,1985-10-10,9999-01-01
d007,Sales,83730,Lorie,Dharmaraja,1985-12-20,9999-01-01
d007,Sales,83768,Ariola,Mark,1986-03-05,9999-01-01
d007,Sales,83778,Nitto,Premsyl,1987-04-14,9999-01-01
d007,Sales,83787,Lanzelotte,Xuejia,1985-08-19,9999-01-01
d007,Sales,83797,Fontan,Kazuhisa,1988-12-04,9999-01-01
d007,Sales,83808,Setiz,Danel,1987-01-23,9999-01-01
d007,Sales,83829,Zielinski,Cristinel,1986-03-15,9999-01-01
d007,Sales,83850,Bugaenko,Mooi,1986-04-17,9999-01-01
d007,Sales,83977,Yetim,Masali,1993-03-19,9999-01-01
d007,Sales,84051,Taubman,Kirk,1999-07-11,9999-01-01
d007,Sales,84098,Merle,Shalesh,1987-03-23,9999-01-01
d007,Sales,84219,Vuskovic,DeForest,1994-07-03,9999-01-01
d007,Sales,84263,Henseler,Jackson,1998-09-20,9999-01-01
d007,Sales,84331,Rousseau,Ziyad,1999-11-10,9999-01-01
d007,Sales,84340,Granlund,Moriyoshi,1992-08-15,9999-01-01
d007,Sales,84370,Reghbati,Fei,1986-03-08,9999-01-01
d007,Sales,84629,Kaltofen,Heon,1986-12-18,9999-01-01
d007,Sales,84662,Kalafatis,Sanjeeva,1992-10-03,9999-01-01
d007,Sales,84672,Lamparter,Mihalis,1988-07-29,9999-01-01
d007,Sales,84720,Champarnaud,Akemi,1991-02-07,9999-01-01
d007,Sales,84747,Felcyn,Yoshinari,1988-12-06,9999-01-01
d007,Sales,84821,Vieri,Magy,1998-05-07,9999-01-01
d007,Sales,84901,Peak,Lucien,1995-10-28,9999-01-01
d007,Sales,84907,Smailagic,Miomir,1987-11-22,9999-01-01
d007,Sales,84999,Koblitz,Turgut,1988-10-04,9999-01-01
d007,Sales,85028,Heydon,Ebru,1998-01-20,9999-01-01
d007,Sales,85079,Wossner,Shan,1988-09-19,9999-01-01
d007,Sales,85111,Kavraki,Sastry,1986-05-10,9999-01-01
d007,Sales,85204,Silva,Moni,1993-12-27,9999-01-01
d007,Sales,85215,Detkin,Along,1988-08-02,9999-01-01
d007,Sales,85267,Winter,Masaru,1990-01-21,9999-01-01
d007,Sales,85371,Lanphier,Suebskul,1990-08-29,9999-01-01
d007,Sales,85406,Matzke,Serap,1991-10-08,9999-01-01
d007,Sales,85489,Zwicker,Adas,1988-09-12,9999-01-01
d007,Sales,85537,Bernatsky,Tzu,2000-01-02,9999-01-01
d007,Sales,85621,Peha,Steen,1993-10-04,9999-01-01
d007,Sales,85641,Buescher,Breannda,1987-05-10,9999-01-01
d007,Sales,85647,Waymire,Kristian,1985-11-25,9999-01-01
d007,Sales,85696,Mitzlaff,Wuxu,1998-12-14,9999-01-01
d007,Sales,85719,Rosti,Satosi,1998-01-17,9999-01-01
d007,Sales,85743,Wissmann,Ramalingam,1991-05-27,9999-01-01
d007,Sales,85755,Ozeri,Aloys,1985-06-01,9999-01-01
d007,Sales,85776,Reutenauer,Dante,1985-05-01,9999-01-01
d007,Sales,85784,Cronau,Nechama,1992-10-25,9999-01-01
d007,Sales,85796,Boissier,Honglan,1998-01-17,9999-01-01
d007,Sales,85825,Zedlitz,Hongzhu,1991-04-26,9999-01-01
d007,Sales,85827,Schach,Basant,1994-01-16,9999-01-01
d007,Sales,85866,Baek,Dinkar,1992-09-24,9999-01-01
d007,Sales,85901,Hagimont,Tommaso,1996-07-22,9999-01-01
d007,Sales,85939,Schlegelmilch,Xinyu,1986-12-03,9999-01-01
d007,Sales,85988,Brlek,Aiichiro,1989-12-12,9999-01-01
d007,Sales,86071,Kavvadias,Premsyl,1998-08-04,9999-01-01
d007,Sales,86252,Selenyi,Mahendra,1996-03-20,9999-01-01
d007,Sales,86269,Swift,Kristinn,1989-04-25,9999-01-01
d007,Sales,86351,Staylopatis,Jackson,1987-06-15,9999-01-01
d007,Sales,86395,Grospietsch,Duke,1989-01-14,9999-01-01
d007,Sales,86608,Shigei,Honglan,1999-02-28,9999-01-01
d007,Sales,86612,McAffer,Yuchang,1987-09-04,9999-01-01
d007,Sales,86626,Polajnar,Sashi,1987-06-16,9999-01-01
d007,Sales,86654,Taubenfeld,Jeane,1986-03-28,9999-01-01
d007,Sales,86754,Vigier,Guadalupe,1993-06-28,9999-01-01
d007,Sales,86776,Danecki,Palash,1987-11-30,9999-01-01
