dept_no,dept_name,emp_no,last_name,first_name,from_date,to_date
d005,Development,230707,Verhoeff,Tesuro,1993-12-09,9999-01-01
d007,Sales,230723,Portugali,Shimshon,1986-05-21,9999-01-01
d007,Sales,230750,Vigier,Magy,1987-12-12,9999-01-01
d005,Development,230753,Suri,Geraldo,1988-08-21,9999-01-01
d005,Development,230771,Colorni,Bezalel,1998-01-09,9999-01-01
d007,Sales,230813,Shumilov,Tesuya,1985-03-16,9999-01-01
d007,Sales,230868,Poulakidas,Zengping,1987-09-24,9999-01-01
d005,Development,230882,Pezzoli,Geoffrey,1992-06-11,9999-01-01
d005,Development,230885,Zhiwei,Gila,1986-07-02,9999-01-01
d005,Development,230928,Schlumberger,Tesuya,1986-09-09,9999-01-01
d007,Sales,230976,Serot,Chuanyi,1987-08-21,9999-01-01
d005,Development,231207,Lakshmanan,Peternela,1987-08-27,9999-01-01
d005,Development,231238,Tsukuda,Sarita,1986-02-06,9999-01-01
d007,Sales,231276,Butner,Jayesh,1985-05-21,9999-01-01
d005,Development,231339,Skrikant,Bogdan,1992-06-20,9999-01-01
d007,Sales,231344,Kalafatis,Ohad,2001-12-05,9999-01-01
d005,Development,231436,Nannarelli,Hironobu,1986-08-11,9999-01-01
d005,Development,231486,Cmelik,Yefim,1985-12-26,9999-01-01
d005,Development,231521,Koshino,Kiam,1985-03-30,9999-01-01
d005,Development,231557,Griswold,Janche,1985-04-26,9999-01-01
d007,Sales,231571,Broomell,Lena,1986-08-01,9999-01-01
d005,Development,231665,Cullers,Gita,1994-04-04,9999-01-01
d007,Sales,231696,Silva,Foong,1987-11-12,9999-01-01
d007,Sales,231706,Pettey,Achilleas,1988-04-03,9999-01-01
d007,Sales,231740,Gustavson,Kyoichi,1987-09-01,9999-01-01
d007,Sales,231858,Baez,Geoffry,1988-06-07,9999-01-01
d007,Sales,231874,Peroz,Murthy,1995-01-31,9999-01-01
d005,Development,231919,Lamma,Sanjit,1987-05-13,9999-01-01
d005,Development,231935,Perry,Duri,1988-01-20,9999-01-01
d005,Development,231994,Hagimont,Hideyuki,1988-01-08,9999-01-01
d005,Development,232040,Hoogerwoord,Vasiliy,1986-08-02,9999-01-01
d007,Sales,232050,Weedon,Tomoyuki,1985-02-23,9999-01-01
d005,Development,232067,Rosay,Abdelwaheb,1994-03-10,9999-01-01
d005,Development,232089,Czaja,Yoshimitsu,1988-11-03,9999-01-01
d007,Sales,232098,Bale,Margareta,1989-06-03,9999-01-01
d007,Sales,232102,Ramsay,Hidekazu,1999-08-15,9999-01-01
d005,Development,232107,Baby,Boutros,1995-04-06,9999-01-01
d005,Development,232184,Weiland,Persi,1988-12-03,9999-01-01
d007,Sales,232201,Baig,Weicheng,1989-03-12,9999-01-01
d005,Development,232220,Hettesheimer,Zengping,1995-11-19,9999-01-01
d005,Development,232297,Borstler,Ghassan,1994-07-14,9999-01-01
d007,Sales,232508,Brickell,Kankanahalli,1985-03-19,9999-01-01
d007,Sales,232526,Bernick,Stepehn,1988-03-02,9999-01-01
d005,Development,232564,Trachtenberg,Vishu,1988-10-26,9999-01-01
d007,Sales,232599,Kropf,Haldon,1992-05-10,9999-01-01
d005,Development,232601,Honglei,Claude,1999-04-15,9999-01-01
d005,Development,232632,Radhakrishnan,Brewster,1985-08-29,9999-01-01
d007,Sales,232636,Peha,Duro,1985-06-18,9999-01-01
d007,Sales,232679,Baca,Lijie,1986-05-20,9999-01-01
d005,Development,232684,Hockney,Hyuckchul,1993-08-31,9999-01-01
d005,Development,232711,Vitiello,Palash,1995-06-22,9999-01-01
d005,Development,232727,Jonsson,Sastry,1986-05-01,9999-01-01
d007,Sales,232753,Sudbeck,Tadanori,1985-07-29,9999-01-01
d005,Development,232808,Ghalwash,Uriel,1987-02-12,9999-01-01
d005,Development,232813,Breugel,Chandrasekaran,1985-11-29,9999-01-01
d005,Development,232868,Suri,Tua,1991-12-07,9999-01-01
d007,Sales,232883,Lorie,Gita,1987-12-22,9999-01-01
d005,Development,232911,Borstler,Marin,1990-01-11,9999-01-01
d005,Development,232977,Chenney,Perla,1989-03-08,9999-01-01
d005,Development,233115,Middleton,Felicidad,1987-01-22,9999-01-01
d005,Development,233121,Norsworthy,Lucian,1987-09-21,9999-01-01
d007,Sales,233163,Ginneken,Jayson,1985-09-12,9999-01-01
d007,Sales,233250,Hoogerwoord,Jayson,1996-02-11,9999-01-01
d005,Development,233253,Merli,Kyoichi,1988-11-21,9999-01-01
d005,Development,233278,Eiron,Berto,1988-06-07,9999-01-01
d005,Development,233400,Rothenberg,Vatsa,1986-07-06,9999-01-01
d007,Sales,233431,Flowers,Jingling,1987-11-10,9999-01-01
d005,Development,233494,Chartres,Basem,1985-05-27,9999-01-01
d005,Development,233518,Conry,Utpal,1988-08-16,9999-01-01
d007,Sales,233588,Genin,Gill,1990-02-12,9999-01-01
d005,Development,233591,Lunn,Fox,1992-02-23,9999-01-01
d007,Sales,233594,Yamaashi,Xiahua,1986-03-24,9999-01-01
d005,Development,233653,Chachaty,Neelam,1986-09-15,9999-01-01
d005,Development,233659,Swick,Chenye,1992-07-16,9999-01-01
d007,Sales,233701,Nollmann,Shen,1986-09-28,9999-01-01
d005,Development,233749,Beausoleil,Charlene,1986-08-17,9999-01-01
d007,Sales,233791,Zhiwei,Hideyuki,1985-06-19,9999-01-01
d005,Development,233798,Feinberg,Pranas,1986-08-08,9999-01-01
d005,Development,233822,Mitchem,Nathan,1996-12-19,9999-01-01
d005,Development,233953,Lindqvist,Mona,1995-05-05,9999-01-01
d005,Development,233964,Merle,Luise,1991-12-02,9999-01-01
d005,Development,233975,Leuchs,Werner,1988-02-24,9999-01-01
d005,Development,233981,Francisci,Angel,1985-11-05,9999-01-01
d005,Development,234016,Sewelson,Katsuo,1985-08-10,9999-01-01
d007,Sales,234031,Hitomi,Xudong,1986-05-11,9999-01-01
d005,Development,234120,Ghazalie,Heekeun,1993-01-14,9999-01-01
d005,Development,234131,Ranka,Arumugam,1987-03-05,9999-01-01
d005,Development,234181,Camarinopoulos,Masali,1985-05-27,9999-01-01
d005,Development,234282,Rosis,Sasan,1987-12-29,9999-01-01
d007,Sales,234310,Murtagh,Bojan,1991-10-16,9999-01-01
d005,Development,234326,Sherertz,Munehiko,1998-12-17,9999-01-01
d005,Development,234331,Cherinka,Cullen,1986-06-28,9999-01-01
d007,Sales,234334,Kornatzky,Kshitij,1991-05-27,9999-01-01
d005,Development,234366,McFarlan,Goncalo,1986-11-21,9999-01-01
d005,Development,234390,Arlazarov,Mokhtar,1989-10-20,9999-01-01
d007,Sales,234394,Sichman,Kazuhide,1986-05-31,9999-01-01
d005,Development,234512,Lortz,Kitty,1985-11-23,9999-01-01
d005,Development,234562,Berztiss,Howell,1988-10-19,9999-01-01
d005,Development,234601,Lanzelotte,Alexius,1985-09-06,9999-01-01
d005,Development,234643,Schaar,Arvind,1997-10-10,9999-01-01
d005,Development,234690,Bridgland,Dmitri,1996-12-24,9999-01-01
d005,Development,234703,Levasseur,Deborah,1997-06-14,9999-01-01
d005,Development,234729,Kropatsch,Collette,1991-01-29,9999-01-01
d005,Development,234761,Borstler,Lijia,1999-09-02,9999-01-01
d005,Development,234813,Tagansky,Dietrich,1986-10-14,9999-01-01
d007,Sales,234932,Brodie,True,1993-04-28,9999-01-01
d005,Development,234995,Talmon,Mori,1989-10-22,9999-01-01
d005,Development,235018,Basawa,Guozhong,1987-06-08,9999-01-01
d005,Development,235062,Mapelli,Takahito,1986-05-10,9999-01-01
d005,Development,235078,Ullian,Yoshinari,1988-11-18,9999-01-01
d007,Sales,235115,Byoun,Sandeepan,1987-12-31,9999-01-01
d005,Development,235136,Azuma,Parto,1988-06-13,9999-01-01
d005,Development,235148,Rouquie,Mountaz,1985-09-23,9999-01-01
d007,Sales,235225,Binding,Aloke,1989-01-15,9999-01-01
d005,Development,235232,Spinelli,Ramzi,1987-09-26,9999-01-01
d005,Development,235270,Matzke,Nadjib,1992-07-13,9999-01-01
d005,Development,235275,Perly,Stafford,1994-07-10,9999-01-01
d005,Development,235287,Glowinski,Arco,1986-07-16,9999-01-01
d007,Sales,235364,Keohane,Marie,1987-01-04,9999-01-01
d005,Development,235366,Esteva,Xinyu,1997-02-01,9999-01-01
d007,Sales,235382,Pillow,Ghassan,1985-07-07,9999-01-01
d005,Development,235454,Lally,Guadalupe,1989-11-05,9999-01-01
d005,Development,235486,Bahr,Tse,1988-02-10,9999-01-01
d005,Development,235506,Shokrollahi,Jaber,1989-09-13,9999-01-01
d005,Development,235570,Swist,Suzette,1988-03-16,9999-01-01
d007,Sales,235661,Menhardt,Along,1986-04-10,9999-01-01
d005,Development,235706,Fendler,Shuichi,1994-03-15,9999-01-01
d007,Sales,235710,Bonifati,Sachem,1996-07-12,9999-01-01
d007,Sales,235740,Baer,Arco,1994-07-26,9999-01-01
d007,Sales,235775,Driscoll,Chriss,1989-12-23,9999-01-01
d005,Development,235862,Openshaw,Neven,1988-12-28,9999-01-01
d007,Sales,235905,Riefers,Zeljko,1988-04-09,9999-01-01
d005,Development,236083,Scharstein,Marl,1987-12-11,9999-01-01
d007,Sales,236154,Demeyer,Shmuel,1985-10-18,9999-01-01
d005,Development,236168,Hopewell,Kyoichi,1988-11-22,9999-01-01
d005,Development,236190,Lichtner,Ugo,1986-10-03,9999-01-01
d007,Sales,236243,Daescu,Jinxi,1988-06-16,9999-01-01
d005,Development,236267,Remmele,Uriel,1995-03-11,9999-01-01
d005,Development,236272,Litvinov,Chirstian,1985-03-04,9999-01-01
d005,Development,236287,Butner,Babette,1998-02-21,9999-01-01
d005,Development,236329,Rosay,Bodo,1987-08-31,9999-01-01
d007,Sales,236373,Fujisaki,Mahendra,1998-09-22,9999-01-01
d007,Sales,236381,Stavenow,Breannda,1991-11-12,9999-01-01
d007,Sales,236417,Beilner,Nikolaus,1997-01-26,9999-01-01
d007,Sales,236447,Vasanthakumar,Achilleas,1988-01-21,9999-01-01
d005,Development,236496,Lyonns,Dhritiman,1987-09-06,9999-01-01
d005,Development,236698,Ramaiah,Kokou,1992-04-11,9999-01-01
d007,Sales,236727,Staylopatis,Duri,1997-11-04,9999-01-01
d005,Development,236740,Bergere,Shahaf,1991-05-03,9999-01-01
d005,Development,236812,Azadmanesh,Xiaoheng,1987-12-21,9999-01-01
d005,Development,236837,Qiwen,Mabhin,1989-10-20,9999-01-01
d007,Sales,237047,Peres,Akeel,1989-02-22,9999-01-01
d005,Development,237093,Ranum,Demos,1986-04-28,9999-01-01
d007,Sales,237158,Hertweck,Shaowei,1999-12-23,9999-01-01
d005,Development,237240,Trumbly,Jianhua,1995-12-29,9999-01-01
d007,Sales,237325,Passino,Jayson,1994-07-28,9999-01-01
d005,Development,237488,Ishibashi,Padma,1988-07-14,9999-01-01
d005,Development,237497,Stavenow,Turgut,1993-09-23,9999-01-01
d005,Development,237512,Berztiss,Guozhong,1985-11-29,9999-01-01
d005,Development,237536,Horswill,Candida,1991-10-06,9999-01-01
d005,Development,237663,Onuegbe,Junsik,1997-12-24,9999-01-01
d005,Development,237671,Cangellaris,Reinhard,1988-08-09,9999-01-01
d005,Development,237717,Heping,Owen,1986-03-30,9999-01-01
d005,Development,237773,Iwayama,Eberhardt,1986-06-04,9999-01-01
d007,Sales,237777,Fiebach,Anneli,1991-01-12,9999-01-01
d005,Development,237892,Dechter,Pohua,1986-04-21,9999-01-01
d007,Sales,237894,Dalton,Jiang,1993-10-04,9999-01-01
d005,Development,238018,Radhakrishnan,Amabile,1992-02-19,9999-01-01
d005,Development,238032,Srimani,Filipe,1986-10-02,9999-01-01
d005,Development,238041,Leslie,Qiwen,1988-04-12,9999-01-01
d005,Development,238105,Socorro,Mikhail,1997-09-02,9999-01-01
d005,Development,238155,Nittel,Adil,1997-10-31,9999-01-01
d007,Sales,238160,Merks,Edwin,1999-04-16,9999-01-01
d007,Sales,238172,Vuskovic,Radhia,1986-03-28,9999-01-01
d005,Development,238202,Nilsson,Waiman,1994-01-01,9999-01-01
d005,Development,238244,Rosca,Richara,1986-09-29,9999-01-01
d007,Sales,238298,Cunliffe,Prasadram,1995-02-11,9999-01-01
d007,Sales,238360,Basawa,Demin,1986-10-27,9999-01-01
d007,Sales,238389,Perfilyeva,Etsuo,1986-08-20,9999-01-01
d007,Sales,238476,Lanzelotte,Khalid,1985-09-08,9999-01-01
d005,Development,238537,Bellone,Tomofumi,1985-02-19,9999-01-01
d005,Development,238578,Uhrig,Neelam,1987-03-17,9999-01-01
d005,Development,238653,Segond,Greger,1988-04-09,9999-01-01
d005,Development,238659,Zirintsis,Khalil,2000-02-20,9999-01-01
d005,Development,238752,Acton,Aluzio,1987-06-04,9999-01-01
d007,Sales,238867,Sigstam,Visit,1997-11-19,9999-01-01
d005,Development,238880,Heyers,Atreye,1988-08-19,9999-01-01
d007,Sales,238935,Jakobus,Janalee,1992-01-05,9999-01-01
d005,Development,239013,Lamparter,Alassane,1988-07-08,9999-01-01
d007,Sales,239021,Foong,Christ,1987-02-24,9999-01-01
d007,Sales,239074,Koprowski,Chenyi,1999-12-19,9999-01-01
d007,Sales,239139,Varman,Kristinn,1994-12-17,9999-01-01
d005,Development,239146,Kakkad,Duke,1987-02-05,9999-01-01
d005,Development,239184,Luce,Jinpo,1999-09-25,9999-01-01
d007,Sales,239185,Giaccio,Luigi,1987-12-04,9999-01-01
d005,Development,239261,Pileggi,Shem,1988-05-13,9999-01-01
d007,Sales,239295,Orlowska,Pragnesh,1985-02-06,9999-01-01
d007,Sales,239338,Polupanov,Nitsan,1988-03-26,9999-01-01
d007,Sales,239341,Gecsei,Shigehiro,1985-07-07,9999-01-01
d007,Sales,239350,Peltason,Marlo,1988-01-20,9999-01-01
d007,Sales,239377,McFarlan,Geraldo,1985-06-12,9999-01-01
d005,Development,239430,Weedman,Shrikanth,1988-05-19,9999-01-01
d005,Development,239477,Tsunoo,Chinya,1996-03-24,9999-01-01
d007,Sales,239495,Stemann,Saeed,1987-08-15,9999-01-01
d005,Development,239594,Callaway,Radhika,1990-07-22,9999-01-01
d005,Development,239641,Eickenmeyer,Yannik,1990-06-28,9999-01-01
d005,Development,239685,Tagansky,Houman,1999-06-25,9999-01-01
d005,Development,239720,Pehl,Karoline,1988-07-01,9999-01-01
d007,Sales,239806,Kadhim,Byong,1986-02-09,9999-01-01
d005,Development,239809,Baaz,Naraig,1994-10-04,9999-01-01
d007,Sales,239831,Diderrich,Miyeon,1985-07-24,9999-01-01
d005,Development,239939,Bazelow,Uli,1988-06-18,9999-01-01
d005,Development,240014,Swiler,Manibrata,1991-09-29,9999-01-01
d007,Sales,240196,Vigier,Xianlong,1988-02-02,9999-01-01
d005,Development,240208,Dusink,Eishiro,1985-07-11,9999-01-01
d005,Development,240344,Koyama,Sarita,1985-07-11,9999-01-01
d005,Development,240378,Trachtenberg,Rimli,1989-07-21,9999-01-01
d007,Sales,240469,Oxenboll,Harngdar,1998-10-24,9999-01-01
d005,Development,240530,Sridhar,Alois,1992-06-28,9999-01-01
d007,Sales,240559,Bhattacharjee,Yinlin,1990-02-26,9999-01-01
d007,Sales,240587,Akazan,Zorica,1987-11-29,9999-01-01
d005,Development,240609,Serre,Taegyun,1985-09-22,9999-01-01
d007,Sales,240639,Bratten,Mountaz,1987-08-01,9999-01-01
d005,Development,240669,Azulay,Jeanna,1985-09-10,9999-01-01
d007,Sales,240684,Bain,Masaki,1996-07-29,9999-01-01
d005,Development,240690,Narahara,Jungsoon,1988-06-09,9999-01-01
d007,Sales,240744,Ratnakar,Yakkov,1986-12-26,9999-01-01
d005,Development,240811,Eugenio,Valdiodio,1990-10-15,9999-01-01
d007,Sales,240869,Hasham,Kirk,1988-04-01,9999-01-01
d005,Development,240988,Flasterstein,Weidon,1999-01-20,9999-01-01
d005,Development,241067,Binkley,Shigeu,1986-11-07,9999-01-01
d007,Sales,241071,Tetzlaff,Jovan,1986-03-10,9999-01-01
d007,Sales,241145,Sundgren,Kwee,1988-10-04,9999-01-01
d005,Development,241463,Fritzsche,Tadahiko,1994-02-15,9999-01-01
d005,Development,241518,Rijckaert,Janche,1996-06-24,9999-01-01
d007,Sales,241553,Gurbaxani,Nathan,1987-05-16,9999-01-01
d005,Development,241558,Hedayat,Sadok,1991-07-21,9999-01-01
d005,Development,241580,Motley,Ortrun,1986-12-09,9999-01-01
d007,Sales,241595,Muhling,Oddvar,1995-11-07,9999-01-01
d005,Development,241627,Plump,Remco,1988-01-13,9999-01-01
d005,Development,241639,Stafford,Kankanahalli,1998-04-09,9999-01-01
d005,Development,241660,Boissier,Marla,1989-01-15,9999-01-01
d007,Sales,241672,Schlegelmilch,Augustine,1987-11-20,9999-01-01
d005,Development,241750,Grabner,Shih,1987-01-08,9999-01-01
d007,Sales,241784,Lamparter,Francesca,1986-07-27,9999-01-01
d007,Sales,241842,Staudhammer,Kokou,1994-11-01,9999-01-01
d007,Sales,241926,Debuse,Matk,1986-01-30,9999-01-01
d007,Sales,241965,Kornatzky,Aimee,1987-12-30,9999-01-01
d005,Development,242011,Mahnke,Subhash,1987-09-17,9999-01-01
d007,Sales,242037,Yemenis,Izaskun,1988-09-15,9999-01-01
d007,Sales,242114,Orlowska,Angus,1986-03-14,9999-01-01
d007,Sales,242162,Bodoff,Yinghua,1991-03-10,9999-01-01
d007,Sales,242248,Garnick,Nishit,1988-03-17,9999-01-01
d005,Development,242262,Przulj,Ziva,1987-12-09,9999-01-01
d005,Development,242289,Wixon,Sakthirel,1991-01-16,9999-01-01
d005,Development,242321,Reeker,DAIDA,1994-03-08,9999-01-01
d005,Development,242333,Dolinsky,Gaetan,1987-12-28,9999-01-01
d007,Sales,242334,Kadhim,Renny,1985-09-20,9999-01-01
d007,Sales,242347,Heystek,Teunis,1994-03-13,9999-01-01
d007,Sales,242367,Papastamatiou,Larisa,1994-10-15,9999-01-01
d005,Development,242404,Zumaque,Kwee,1985-03-09,9999-01-01
d005,Development,242470,Constantine,Tse,1985-09-25,9999-01-01
d007,Sales,242586,Gulik,Xinglin,1987-08-29,9999-01-01
d005,Development,242717,Nanard,Mori,1990-08-15,9999-01-01
d007,Sales,242731,Erdmenger,Arun,1987-09-15,9999-01-01
d005,Development,242789,Nitsch,Hitomi,1988-06-18,9999-01-01
d005,Development,242793,Rosca,Ekawit,1989-05-22,9999-01-01
d007,Sales,242802,Shobatake,Heng,1985-12-13,9999-01-01
d005,Development,242819,Lukaszewicz,Xuejia,1999-03-25,9999-01-01
d007,Sales,242821,Baby,Vojin,1987-09-26,9999-01-01
d005,Development,242870,Thiria,Kazuhisa,1988-01-23,9999-01-01
d005,Development,242886,Nitsch,Guadalupe,1988-07-25,9999-01-01
d007,Sales,242903,Genther,Dung,1988-10-30,9999-01-01
d005,Development,242907,Eppinger,Bouchung,1986-04-20,9999-01-01
d005,Development,242949,Perelgut,Surveyors,1992-10-27,9999-01-01
d007,Sales,242990,Journel,Sachar,1999-05-16,9999-01-01
d007,Sales,243024,Sherertz,Girolamo,1986-02-06,9999-01-01
d007,Sales,243086,Kumaresan,Rosalie,1985-08-24,9999-01-01
d005,Development,243099,Barvinok,Mansur,1989-03-22,9999-01-01
d005,Development,243114,Kemmerer,Gererd,1986-09-16,9999-01-01
d007,Sales,243131,Detkin,Paris,1987-09-09,9999-01-01
d007,Sales,243189,Rebaine,Goh,1986-03-12,9999-01-01
d007,Sales,243213,Kusakabe,Malu,1993-06-01,9999-01-01
d007,Sales,243306,Randt,Sailaja,1985-06-27,9999-01-01
d005,Development,243362,Sifakis,Fatemeh,1985-11-04,9999-01-01
d007,Sales,243470,Tyugu,Paloma,1988-08-20,9999-01-01
d007,Sales,243494,Bernatsky,Dannz,1989-08-23,9999-01-01
d005,Development,243510,Detkin,Paraskevi,1988-08-21,9999-01-01
d005,Development,243561,Sichman,Sergi,1988-01-01,9999-01-01
d005,Development,243565,Veeraraghavan,Nigel,1991-12-20,9999-01-01
d005,Development,243578,Klassen,Ymte,1988-05-04,9999-01-01
d007,Sales,243592,Frolund,Radhia,1994-04-02,9999-01-01
d005,Development,243695,Stasinski,Harngdar,1987-01-19,9999-01-01
d005,Development,243716,Denos,Abdulah,1993-05-15,9999-01-01
d005,Development,243743,Cyre,Adam,1986-08-24,9999-01-01
d005,Development,243815,Improta,Zengping,1996-04-04,9999-01-01
d005,Development,243923,Akiyama,Owen,1998-04-07,9999-01-01
d005,Development,243981,Encarnacion,Dipankar,1988-11-09,9999-01-01
d007,Sales,244148,Heusch,Chikako,1988-03-28,9999-01-01
d007,Sales,244177,Champarnaud,Tzu,1998-06-27,9999-01-01
d005,Development,244187,Peng,Gregory,1988-06-22,9999-01-01
d005,Development,244196,Flowers,Leon,1987-11-17,9999-01-01
d005,Development,244204,Prenel,Masato,1985-02-03,9999-01-01
d007,Sales,244260,Mandelberg,Sangeeta,1985-07-21,9999-01-01
d007,Sales,244323,Emmerich,Zhongwei,1987-08-08,9999-01-01
d005,Development,244454,Morrow,Akeno,1987-09-24,9999-01-01
d005,Development,244524,Monarch,Mabhin,1991-06-30,9999-01-01
d005,Development,244566,Soloway,Jacopo,1988-11-24,9999-01-01
d005,Development,244614,Matzel,Vasilis,1989-12-14,9999-01-01
d005,Development,244673,Antonakopoulos,Kokou,1990-05-31,9999-01-01
d005,Development,244677,Ruther,Gift,1986-09-11,9999-01-01
d005,Development,244753,Lanteri,Xumin,1986-07-17,9999-01-01
d005,Development,244773,Zaiane,Mingdong,1993-12-27,9999-01-01
d007,Sales,244784,Matzen,Aris,1998-03-29,9999-01-01
d007,Sales,244791,Olivero,Kauko,1995-01-25,9999-01-01
d005,Development,244815,Streit,Remko,1999-01-26,9999-01-01
d005,Development,244836,Cairo,Tianruo,1995-03-21,9999-01-01
d005,Development,244863,Peres,Mohit,1996-05-03,9999-01-01
d007,Sales,245022,Xiaoshan,Gen,1986-09-30,9999-01-01
d005,Development,245062,Cyne,Jayesh,1987-06-14,9999-01-01
d005,Development,245064,Dayana,Achilleas,1988-09-26,9999-01-01
d007,Sales,245258,Erol,Arra,1985-04-15,9999-01-01
d007,Sales,245264,Streng,Make,1998-08-19,9999-01-01
d005,Development,245290,Hofmeyr,Guther,1986-10-13,9999-01-01
d005,Development,245350,Greibach,Tadanori,1986-12-15,9999-01-01
d007,Sales,245352,Mattern,Randi,1986-05-08,9999-01-01
d005,Development,245398,Berstel,Kazuhisa,1997-03-04,9999-01-01
d007,Sales,245463,Rajcani,Chenye,1986-07-15,9999-01-01
d005,Development,245474,Matheson,Brewster,1988-01-01,9999-01-01
d005,Development,245491,Krychniak,Tzu,1991-10-11,9999-01-01
d005,Development,245590,Honglei,Doowon,1988-04-03,9999-01-01
d007,Sales,245593,Perez,Shigeu,1989-12-26,9999-01-01
d005,Development,245642,Sommer,Kiyokazu,1987-10-13,9999-01-01
d007,Sales,245719,Lowrie,Ayonca,1986-06-13,9999-01-01
d005,Development,245880,Giveon,Valdiodio,1997-04-18,9999-01-01
d007,Sales,245969,Kushner,Akhilish,1995-04-05,9999-01-01
d007,Sales,245997,Rusterholz,Zhongwei,1991-09-25,9999-01-01
d007,Sales,246005,Hanratty,Marke,1987-04-15,9999-01-01
d005,Development,246149,Fargier,Guangming,1988-07-10,9999-01-01
d007,Sales,246165,Spinelli,Hironobu,1987-02-23,9999-01-01
d007,Sales,246182,Heydon,Jahangir,1994-03-03,9999-01-01
d005,Development,246249,Remmele,Jamaludin,1999-07-01,9999-01-01
d007,Sales,246253,Jansen,Neven,1991-03-25,9999-01-01
d005,Development,246273,Poulakidas,Uwe,1986-03-05,9999-01-01
d005,Development,246295,Asmuth,Kwangyoen,1995-09-15,9999-01-01
d005,Development,246356,Pagter,Koldo,1988-03-23,9999-01-01
d007,Sales,246381,Peha,Feiyu,1987-03-06,9999-01-01
d007,Sales,246482,Journel,Tsutomu,1993-01-22,9999-01-01
d005,Development,246498,Herber,Matt,1988-11-16,9999-01-01
d005,Development,246658,Nitsche,Hatim,1985-06-21,9999-01-01
d007,Sales,246692,Conti,Lansing,1993-02-01,9999-01-01
d005,Development,246812,Jonsson,Goa,1992-01-01,9999-01-01
d005,Development,246854,Gips,Roddy,1998-02-06,9999-01-01
d005,Development,246858,Swist,Dannz,1986-06-18,9999-01-01
d005,Development,246866,Carrera,Huican,1988-12-20,9999-01-01
d005,Development,246873,Vilarrasa,Shaz,1997-11-09,9999-01-01
d007,Sales,246959,Lindenbaum,Tomoyuki,1987-01-17,9999-01-01
d007,Sales,247056,Figueira,Syozo,1988-04-29,9999-01-01
d007,Sales,247086,Mundy,Boaz,1998-11-02,9999-01-01
d007,Sales,247104,Schnelling,Jinya,1985-09-20,9999-01-01
d005,Development,247216,Bazzichi,Georg,1996-09-11,9999-01-01
d007,Sales,247220,Miyakawa,Aimee,1998-12-18,9999-01-01
d007,Sales,247256,Reutenauer,Patricio,1987-02-24,9999-01-01
d005,Development,247284,Otillio,Gina,1988-07-12,9999-01-01
d007,Sales,247315,Lorho,Fei,1988-08-06,9999-01-01
d005,Development,247400,Chappelet,Huei,1985-04-22,9999-01-01
d007,Sales,247411,Hedayat,Anyuan,1985-02-14,9999-01-01
d005,Development,247472,Rossi,Mayuko,1986-08-03,9999-01-01
d007,Sales,247477,Kropp,Alenka,1988-03-07,9999-01-01
d005,Development,247702,Vidal,Elzbieta,1991-02-12,9999-01-01
d007,Sales,247715,Scharstein,Harjit,1988-04-18,9999-01-01
d005,Development,247763,Cincotta,Remzi,1988-03-03,9999-01-01
d005,Development,247790,Apsitis,Goo,1988-11-15,9999-01-01
d005,Development,247807,Azumi,Aemilian,1985-12-28,9999-01-01
d005,Development,247817,Morrow,Chaoyi,1987-01-03,9999-01-01
d007,Sales,247827,Lund,Arif,1994-03-17,9999-01-01
d007,Sales,247855,Yamaashi,Shao,1987-03-08,9999-01-01
d007,Sales,247860,Ruther,Inderjeet,1988-01-24,9999-01-01
d005,Development,247863,Bugaenko,Pranav,1985-05-18,9999-01-01
d005,Development,247963,Back,Charlene,1988-10-27,9999-01-01
d005,Development,248000,Thorensen,Turgut,1997-07-04,9999-01-01
d005,Development,248012,Menhoudj,Shirish,1986-05-01,9999-01-01
d005,Development,248227,Spell,Zhiguo,1989-12-09,9999-01-01
d005,Development,248233,Dayana,Annemarie,1986-02-15,9999-01-01
d005,Development,248340,Dalphin,Maris,1996-11-23,9999-01-01
d005,Development,248374,Speckmann,Dipankar,1985-04-30,9999-01-01
d005,Development,248377,Luks,Felicidad,1994-06-17,9999-01-01
d007,Sales,248456,Brender,Jinpo,1991-06-08,9999-01-01
d005,Development,248502,Vecchi,Sham,1988-10-09,9999-01-01
d007,Sales,248515,Swiler,Duro,1992-04-30,9999-01-01
d005,Development,248537,Cyne,Fumino,1995-08-28,9999-01-01
d007,Sales,248640,Eiter,Jessie,1987-01-04,9999-01-01
d005,Development,248688,Zlotek,Percy,1995-07-10,9999-01-01
d007,Sales,248706,Azuma,Panayotis,1991-12-31,9999-01-01
d005,Development,248743,Bahr,Leif,1993-03-27,9999-01-01
d005,Development,248860,Carrere,Sreenivas,1990-03-03,9999-01-01
d007,Sales,248885,Kieras,Xiong,1988-05-12,9999-01-01
d005,Development,248888,Thiran,Chikara,1987-06-12,9999-01-01
d007,Sales,248902,Esteva,Lihong,1986-08-03,9999-01-01
d007,Sales,248979,Pezzoli,Bezalel,1985-08-16,9999-01-01
d007,Sales,248988,Wynblatt,Lokesh,1993-09-28,9999-01-01
d005,Development,248989,Giarratana,Radoslaw,1987-03-13,9999-01-01
d005,Development,249121,Turnbull,Pantung,1986-03-21,9999-01-01
d005,Development,249170,Clouatre,Masaru,1987-06-16,9999-01-01
d005,Development,249227,Chorvat,Manton,1998-03-01,9999-01-01
d007,Sales,249261,Pettis,Gil,1992-02-19,9999-01-01
